Date,Accident_Severity,Weather_Conditions,Road_Surface_Conditions,Light_Conditions,Vehicle_Type,Road_Type,Speed_limit,Number_of_Casualties,Number_of_Vehicles,Latitude,Longitude
2016-12-21 23:51:21.254169,Slight,Fine + high winds,Dry,Daylight,Motorcycle,Roundabout,60,2,1,52.8659,-3.7492
2016-12-23 22:37:23.095396,Slight,Fine no high winds,Wet or damp,Daylight,Car,Single carriageway,30,2,2,50.7922,-1.6732
2016-12-25 21:23:24.936624,Slight,Fine no high winds,Dry,Daylight,Pedal cycle,One way street,30,4,2,56.0646,0.7262
2016-12-27 20:09:26.777851,Serious,Raining + high winds,Wet or damp,Daylight,Pedal cycle,Roundabout,60,3,1,54.7716,-3.2593
2016-12-29 18:55:28.619079,Slight,Raining no high winds,Wet or damp,Daylight,Car,Single carriageway,30,4,1,52.1951,0.662
2016-12-31 17:41:30.460306,Slight,Fine no high winds,Wet or damp,Darkness - lights lit,Car,Single carriageway,30,3,1,52.024,-0.7401
2017-01-02 16:27:32.301534,Serious,Raining no high winds,Wet or damp,Darkness - lights lit,Bus or coach,Dual carriageway,50,2,1,57.805,1.1221
2017-01-04 15:13:34.142761,Slight,Fine no high winds,Dry,Darkness - lights lit,Goods vehicle,Single carriageway,30,4,1,56.9,0.8182
2017-01-06 13:59:35.983989,Serious,Fine no high winds,Dry,Daylight,Van,Dual carriageway,60,5,1,56.4784,-0.2763
2017-01-08 12:45:37.825216,Slight,Raining no high winds,Wet or damp,Darkness - lights lit,Pedal cycle,Single carriageway,30,3,3,51.0241,-0.382
2017-01-10 11:31:39.666444,Slight,Raining no high winds,Dry,Daylight,Motorcycle,Single carriageway,20,2,3,56.0415,-2.8276
2017-01-12 10:17:41.507671,Serious,Raining + high winds,Dry,Daylight,Car,Single carriageway,30,1,3,51.7163,-3.3579
2017-01-14 09:03:43.348899,Slight,Raining no high winds,Dry,Darkness - lights lit,Car,Single carriageway,40,3,2,57.8191,-1.7153
2017-01-16 07:49:45.190126,Serious,Fine + high winds,Dry,Daylight,Car,Roundabout,30,3,1,50.4167,-2.9738
2017-01-18 06:35:47.031354,Serious,Fine no high winds,Dry,Daylight,Car,Single carriageway,40,5,1,52.8171,-3.4367
2017-01-20 05:21:48.872581,Serious,Fine no high winds,Frost or ice,Darkness - no lighting,Motorcycle,Roundabout,60,3,3,53.4292,-2.3372
2017-01-22 04:07:50.713809,Slight,Fine no high winds,Dry,Daylight,Motorcycle,Single carriageway,70,3,2,56.5936,0.7327
2017-01-24 02:53:52.555036,Slight,Fine no high winds,Wet or damp,Darkness - lights lit,Bus or coach,Single carriageway,30,5,3,56.1298,-3.9057
2017-01-26 01:39:54.396264,Serious,Raining no high winds,Dry,Daylight,Car,Single carriageway,40,5,1,52.9999,-2.3905
2017-01-28 00:25:56.237491,Serious,Unknown,Wet or damp,Darkness - lights lit,Motorcycle,Single carriageway,40,4,1,54.5245,-1.6677
2017-01-29 23:11:58.078719,Fatal,Fine no high winds,Dry,Daylight,Car,Single carriageway,70,2,3,56.6848,-1.1919
2017-01-31 21:57:59.919946,Slight,Fine no high winds,Frost or ice,Daylight,Car,Single carriageway,70,2,3,50.1456,-3.0013
2017-02-02 20:44:01.761174,Slight,Fine + high winds,Frost or ice,Darkness - lights lit,Bus or coach,Roundabout,30,4,1,56.4174,1.3032
2017-02-04 19:30:03.602401,Serious,Fine no high winds,Dry,Daylight,Motorcycle,Single carriageway,60,2,3,57.5752,-0.8162
2017-02-06 18:16:05.443629,Slight,Raining no high winds,Frost or ice,Daylight,Taxi,Single carriageway,30,3,1,50.2565,-1.1284
2017-02-08 17:02:07.284856,Fatal,Raining no high winds,Flood over 3cm deep,Daylight,Car,Roundabout,20,4,3,50.3646,-3.9515
2017-02-10 15:48:09.126084,Serious,Raining no high winds,Wet or damp,Daylight,Car,Dual carriageway,20,4,2,52.7561,-1.3286
2017-02-12 14:34:10.967311,Slight,Fine no high winds,Wet or damp,Daylight,Car,Single carriageway,40,2,1,50.7022,0.6072
2017-02-14 13:20:12.808539,Serious,Fine no high winds,Dry,Daylight,Car,Single carriageway,40,1,2,53.8342,-2.792
2017-02-16 12:06:14.649766,Serious,Fine + high winds,Wet or damp,Darkness - no lighting,Goods vehicle,Roundabout,20,2,3,55.8297,-2.0684
2017-02-18 10:52:16.490993,Slight,Raining no high winds,Dry,Daylight,Motorcycle,Dual carriageway,50,1,2,54.5352,-3.8869
2017-02-20 09:38:18.332221,Serious,Fine no high winds,Dry,Daylight,Pedal cycle,Single carriageway,30,4,3,51.5715,1.3731
2017-02-22 08:24:20.173448,Slight,Fine + high winds,Flood over 3cm deep,Daylight,Car,Single carriageway,40,1,2,55.2385,-3.6334
2017-02-24 07:10:22.014676,Serious,Fine no high winds,Dry,Daylight,Goods vehicle,Roundabout,30,3,2,55.4788,0.9402
2017-02-26 05:56:23.855903,Slight,Raining no high winds,Wet or damp,Darkness - no lighting,Car,Single carriageway,30,5,2,57.4596,-2.2786
2017-02-28 04:42:25.697131,Serious,Fine no high winds,Wet or damp,Daylight,Pedal cycle,Slip road,30,1,1,51.1744,-0.7684
2017-03-02 03:28:27.538358,Slight,Snowing no high winds,Frost or ice,Darkness - lights unlit,Car,Single carriageway,30,5,2,55.5387,-0.2638
2017-03-04 02:14:29.379586,Slight,Fine no high winds,Flood over 3cm deep,Daylight,Car,Dual carriageway,40,3,3,57.2914,-3.2254
2017-03-06 01:00:31.220813,Serious,Fine no high winds,Dry,Darkness - lights lit,Car,Single carriageway,30,5,3,54.0125,-1.5593
2017-03-07 23:46:33.062041,Slight,Fine no high winds,Dry,Daylight,Van,Single carriageway,40,3,1,52.8944,-2.2099
2017-03-09 22:32:34.903268,Slight,Fine no high winds,Dry,Darkness - no lighting,Car,Roundabout,30,5,1,51.366,-3.6887
2017-03-11 21:18:36.744496,Fatal,Raining + high winds,Dry,Daylight,Car,Single carriageway,50,5,3,56.9343,0.5826
2017-03-13 20:04:38.585723,Fatal,Unknown,Dry,Daylight,Goods vehicle,Single carriageway,60,2,2,53.154,-3.7516
2017-03-15 18:50:40.426951,Slight,Fine no high winds,Dry,Daylight,Car,Single carriageway,30,1,3,57.3991,-0.4071
2017-03-17 17:36:42.268178,Slight,Fine no high winds,Wet or damp,Daylight,Car,Single carriageway,40,5,1,56.7821,-2.2726
2017-03-19 16:22:44.109406,Slight,Raining no high winds,Wet or damp,Darkness - no lighting,Car,Single carriageway,30,4,1,53.0131,-2.9433
2017-03-21 15:08:45.950633,Slight,Raining + high winds,Dry,Daylight,Car,Dual carriageway,40,2,3,54.5913,-0.331
2017-03-23 13:54:47.791861,Slight,Raining no high winds,Wet or damp,Daylight,Pedal cycle,Single carriageway,30,1,2,50.2174,-0.84
2017-03-25 12:40:49.633088,Serious,Fine no high winds,Dry,Darkness - lights lit,Bus or coach,Single carriageway,40,2,2,52.1058,-2.2661
2017-03-27 11:26:51.474316,Serious,Fine no high winds,Dry,Daylight,Car,Single carriageway,40,1,1,55.6822,-1.1787
2017-03-29 10:12:53.315543,Serious,Raining no high winds,Wet or damp,Darkness - lights unlit,Taxi,Dual carriageway,70,3,3,55.4233,-2.6457
2017-03-31 08:58:55.156771,Serious,Fine no high winds,Wet or damp,Darkness - lights lit,Car,Dual carriageway,40,5,3,52.827,0.7503
2017-04-02 07:44:56.997998,Slight,Raining no high winds,Wet or damp,Daylight,Car,Single carriageway,40,4,1,56.4689,-2.274
2017-04-04 06:30:58.839226,Slight,Fine no high winds,Dry,Darkness - no lighting,Car,Single carriageway,30,2,3,51.8867,-2.6517
2017-04-06 05:17:00.680453,Slight,Fine + high winds,Wet or damp,Daylight,Car,One way street,70,2,1,53.6902,0.1351
2017-04-08 04:03:02.521681,Slight,Fine no high winds,Wet or damp,Daylight,Car,Single carriageway,60,2,2,53.7802,-3.9032
2017-04-10 02:49:04.362908,Slight,Raining no high winds,Wet or damp,Daylight,Van,Roundabout,30,2,2,52.7265,-2.5259
2017-04-12 01:35:06.204136,Serious,Fine no high winds,Wet or damp,Daylight,Bus or coach,Roundabout,60,5,3,57.6373,-1.9353
2017-04-14 00:21:08.045363,Slight,Raining no high winds,Frost or ice,Darkness - lights lit,Car,Dual carriageway,30,1,2,55.5735,0.8523
2017-04-15 23:07:09.886591,Slight,Fine no high winds,Wet or damp,Darkness - no lighting,Motorcycle,Single carriageway,60,5,2,54.3136,1.2274
2017-04-17 21:53:11.727818,Slight,Raining no high winds,Wet or damp,Daylight,Bus or coach,Roundabout,60,3,1,54.0841,-0.0594
2017-04-19 20:39:13.569046,Serious,Raining no high winds,Flood over 3cm deep,Daylight,Van,Dual carriageway,30,5,1,51.2744,-1.2911
2017-04-21 19:25:15.410273,Slight,Raining no high winds,Wet or damp,Darkness - lights unlit,Pedal cycle,Dual carriageway,60,5,3,52.9775,-0.4766
2017-04-23 18:11:17.251501,Slight,Raining no high winds,Dry,Daylight,Car,Single carriageway,30,3,1,55.3822,-1.723
2017-04-25 16:57:19.092728,Slight,Raining no high winds,Wet or damp,Daylight,Bus or coach,Single carriageway,30,5,3,57.3966,-2.3565
2017-04-27 15:43:20.933955,Serious,Fine + high winds,Dry,Daylight,Motorcycle,Single carriageway,30,1,3,56.5317,1.2288
2017-04-29 14:29:22.775183,Slight,Fine no high winds,Dry,Darkness - no lighting,Motorcycle,Single carriageway,60,4,1,52.4031,-3.3654
2017-05-01 13:15:24.616410,Serious,Fine + high winds,Wet or damp,Daylight,Car,Dual carriageway,30,3,2,53.4717,-2.0948
2017-05-03 12:01:26.457638,Serious,Fine no high winds,Snow,Darkness - lights lit,Car,Single carriageway,20,2,2,50.6633,0.945
2017-05-05 10:47:28.298865,Slight,Fine no high winds,Snow,Darkness - lights lit,Car,Single carriageway,60,1,2,50.8174,-0.0227
2017-05-07 09:33:30.140093,Slight,Fine no high winds,Dry,Daylight,Car,Single carriageway,30,4,2,53.7618,-3.8399
2017-05-09 08:19:31.981320,Fatal,Fine no high winds,Dry,Daylight,Car,Dual carriageway,30,1,3,54.2418,-3.873
2017-05-11 07:05:33.822548,Slight,Fine + high winds,Dry,Darkness - lights lit,Bus or coach,One way street,30,1,2,52.1122,-1.1592
2017-05-13 05:51:35.663775,Slight,Raining no high winds,Flood over 3cm deep,Daylight,Car,Single carriageway,30,2,3,55.1423,-1.3366
2017-05-15 04:37:37.505003,Serious,Fine + high winds,Flood over 3cm deep,Darkness - lights lit,Motorcycle,Single carriageway,40,4,1,55.627,-1.5635
2017-05-17 03:23:39.346230,Fatal,Fine no high winds,Wet or damp,Darkness - lights unlit,Car,Single carriageway,20,1,1,52.3929,-2.3371
2017-05-19 02:09:41.187458,Fatal,Fine no high winds,Wet or damp,Darkness - lights lit,Van,Dual carriageway,70,2,3,56.0674,1.4265
2017-05-21 00:55:43.028685,Serious,Fine no high winds,Wet or damp,Darkness - lights lit,Car,Dual carriageway,60,3,2,51.6448,-2.5041
2017-05-22 23:41:44.869913,Slight,Fine no high winds,Wet or damp,Darkness - lights lit,Car,One way street,30,2,3,54.354,-1.3048
2017-05-24 22:27:46.711140,Slight,Fine no high winds,Dry,Darkness - lights lit,Motorcycle,Single carriageway,30,5,2,56.4342,-1.7731
2017-05-26 21:13:48.552368,Serious,Fine no high winds,Dry,Daylight,Goods vehicle,One way street,30,2,2,54.2961,-3.0636
2017-05-28 19:59:50.393595,Slight,Fine no high winds,Wet or damp,Daylight,Taxi,Single carriageway,50,2,3,57.2637,-2.8856
2017-05-30 18:45:52.234823,Slight,Raining no high winds,Wet or damp,Daylight,Car,Dual carriageway,30,2,3,50.468,1.0507
2017-06-01 17:31:54.076050,Serious,Raining no high winds,Dry,Darkness - lights lit,Car,Single carriageway,30,1,2,54.7065,0.7205
2017-06-03 16:17:55.917278,Slight,Unknown,Snow,Daylight,Pedal cycle,Roundabout,60,4,3,54.494,-2.9053
2017-06-05 15:03:57.758505,Slight,Fog or mist,Dry,Darkness - lights lit,Car,Single carriageway,30,2,2,55.2828,0.8161
2017-06-07 13:49:59.599733,Slight,Raining no high winds,Dry,Daylight,Motorcycle,Dual carriageway,30,2,3,56.6673,-2.8495
2017-06-09 12:36:01.440960,Slight,Fine no high winds,Wet or damp,Darkness - lights lit,Car,Roundabout,60,5,1,55.8068,-0.554
2017-06-11 11:22:03.282188,Slight,Raining no high winds,Wet or damp,Daylight,Car,Single carriageway,50,5,2,56.3223,-3.553
2017-06-13 10:08:05.123415,Slight,Fine + high winds,Wet or damp,Darkness - lights lit,Car,Single carriageway,30,3,1,52.3105,0.842
2017-06-15 08:54:06.964643,Slight,Fine no high winds,Dry,Daylight,Car,Roundabout,50,3,3,53.1,-3.7167
2017-06-17 07:40:08.805870,Slight,Fine no high winds,Dry,Daylight,Motorcycle,Single carriageway,20,5,1,55.0142,-0.9478
2017-06-19 06:26:10.647098,Serious,Raining + high winds,Wet or damp,Daylight,Van,Single carriageway,60,4,3,54.4277,0.2884
2017-06-21 05:12:12.488325,Slight,Fine no high winds,Wet or damp,Darkness - lights lit,Car,Single carriageway,40,3,2,57.6888,-3.3574
2017-06-23 03:58:14.329553,Fatal,Raining no high winds,Dry,Daylight,Goods vehicle,Dual carriageway,60,4,3,51.4947,-1.7754
2017-06-25 02:44:16.170780,Slight,Raining no high winds,Wet or damp,Daylight,Car,Single carriageway,70,5,3,52.8102,-3.7693
2017-06-27 01:30:18.012008,Slight,Fine no high winds,Dry,Darkness - lights unlit,Car,Single carriageway,70,3,2,54.582,-0.2449
2017-06-29 00:16:19.853235,Serious,Fine no high winds,Wet or damp,Darkness - lights lit,Car,Single carriageway,70,2,3,56.9437,-2.309
2017-06-30 23:02:21.694462,Slight,Fine no high winds,Wet or damp,Darkness - lights unlit,Pedal cycle,Single carriageway,40,5,2,57.4348,-0.9233
2017-07-02 21:48:23.535690,Fatal,Fine no high winds,Dry,Daylight,Bus or coach,Roundabout,30,3,3,52.6883,1.13
2017-07-04 20:34:25.376917,Slight,Fine no high winds,Dry,Daylight,Motorcycle,Slip road,40,4,2,50.5369,-2.3178
2017-07-06 19:20:27.218145,Fatal,Raining + high winds,Wet or damp,Darkness - no lighting,Goods vehicle,Dual carriageway,50,4,1,53.373,-3.7325
2017-07-08 18:06:29.059372,Slight,Fine no high winds,Wet or damp,Daylight,Motorcycle,Single carriageway,60,3,3,53.1548,-0.284
2017-07-10 16:52:30.900600,Serious,Fine no high winds,Wet or damp,Darkness - lights lit,Van,One way street,30,4,3,57.8919,0.3276
2017-07-12 15:38:32.741827,Slight,Fine no high winds,Wet or damp,Daylight,Bus or coach,Single carriageway,70,3,3,53.4485,1.2683
2017-07-14 14:24:34.583055,Fatal,Snowing no high winds,Wet or damp,Daylight,Pedal cycle,Single carriageway,60,3,2,52.4458,-3.1321
2017-07-16 13:10:36.424282,Slight,Fine no high winds,Snow,Daylight,Car,One way street,70,4,3,52.923,-1.8432
2017-07-18 11:56:38.265510,Slight,Fine no high winds,Dry,Daylight,Car,Dual carriageway,60,1,2,53.1754,0.6428
2017-07-20 10:42:40.106737,Fatal,Raining + high winds,Dry,Daylight,Car,Dual carriageway,30,2,3,56.5723,0.4378
2017-07-22 09:28:41.947965,Slight,Raining + high winds,Dry,Daylight,Car,Dual carriageway,30,5,1,50.6481,-0.5636
2017-07-24 08:14:43.789192,Slight,Fine no high winds,Dry,Darkness - lighting unknown,Motorcycle,Single carriageway,30,2,3,52.5321,-2.5185
2017-07-26 07:00:45.630420,Serious,Fine + high winds,Wet or damp,Daylight,Car,Single carriageway,30,5,1,57.7305,-2.4378
2017-07-28 05:46:47.471647,Slight,Fine no high winds,Dry,Darkness - lights lit,Motorcycle,Dual carriageway,50,5,2,51.2248,-3.318
2017-07-30 04:32:49.312875,Slight,Fine no high winds,Snow,Darkness - lights lit,Car,Single carriageway,60,2,1,55.9408,1.0702
2017-08-01 03:18:51.154102,Slight,Fine no high winds,Wet or damp,Daylight,Car,Single carriageway,60,3,3,52.8511,-3.0489
2017-08-03 02:04:52.995330,Serious,Fine no high winds,Wet or damp,Daylight,Car,Dual carriageway,50,4,3,54.6543,-0.8491
2017-08-05 00:50:54.836557,Slight,Raining no high winds,Dry,Darkness - lights lit,Van,Dual carriageway,20,1,2,50.7964,-0.7861
2017-08-06 23:36:56.677785,Slight,Fine no high winds,Dry,Darkness - lights lit,Car,Single carriageway,30,1,3,52.4513,-1.9672
2017-08-08 22:22:58.519012,Fatal,Fine no high winds,Dry,Darkness - lights lit,Car,Dual carriageway,30,1,3,54.0069,-2.0611
2017-08-10 21:09:00.360240,Serious,Raining no high winds,Dry,Darkness - lights lit,Bus or coach,Roundabout,30,2,2,51.8536,-0.3228
2017-08-12 19:55:02.201467,Slight,Fine + high winds,Dry,Darkness - lighting unknown,Motorcycle,Dual carriageway,40,2,2,54.335,-1.8644
2017-08-14 18:41:04.042695,Slight,Fine no high winds,Wet or damp,Daylight,Car,Single carriageway,20,3,1,51.7581,-2.5969
2017-08-16 17:27:05.883922,Slight,Raining no high winds,Frost or ice,Daylight,Car,Single carriageway,30,1,2,55.2008,-1.8048
2017-08-18 16:13:07.725150,Slight,Fine no high winds,Frost or ice,Darkness - lights lit,Car,Single carriageway,30,3,3,57.2348,0.4421
2017-08-20 14:59:09.566377,Slight,Fine + high winds,Wet or damp,Daylight,Van,Single carriageway,50,1,2,50.6839,1.3156
2017-08-22 13:45:11.407605,Slight,Raining no high winds,Dry,Darkness - no lighting,Car,Single carriageway,40,2,3,51.7329,-0.5023
2017-08-24 12:31:13.248832,Slight,Snowing no high winds,Frost or ice,Daylight,Car,Single carriageway,40,4,1,56.7554,0.3016
2017-08-26 11:17:15.090060,Slight,Fine no high winds,Frost or ice,Daylight,Car,Single carriageway,30,4,2,55.0524,-1.0695
2017-08-28 10:03:16.931287,Fatal,Fine no high winds,Dry,Darkness - lights lit,Car,One way street,70,4,3,50.6297,-0.5635
2017-08-30 08:49:18.772515,Fatal,Fine no high winds,Wet or damp,Daylight,Goods vehicle,Single carriageway,30,4,2,53.8908,1.4345
2017-09-01 07:35:20.613742,Serious,Fine no high winds,Dry,Daylight,Car,Dual carriageway,40,5,2,51.6781,-1.5887
2017-09-03 06:21:22.454969,Slight,Fine no high winds,Wet or damp,Daylight,Car,Dual carriageway,60,1,2,51.5928,-3.6356
2017-09-05 05:07:24.296197,Slight,Fog or mist,Flood over 3cm deep,Darkness - no lighting,Car,Single carriageway,40,4,2,57.5252,1.2635
2017-09-07 03:53:26.137424,Serious,Fine no high winds,Dry,Daylight,Car,One way street,70,5,1,56.0923,0.3618
2017-09-09 02:39:27.978652,Serious,Fine no high winds,Frost or ice,Darkness - no lighting,Car,Dual carriageway,30,5,3,55.5698,-1.8093
2017-09-11 01:25:29.819879,Slight,Fine + high winds,Wet or damp,Daylight,Goods vehicle,Single carriageway,40,5,2,51.9114,1.4032
2017-09-13 00:11:31.661107,Serious,Fine no high winds,Flood over 3cm deep,Darkness - lights lit,Bus or coach,Dual carriageway,30,3,3,50.9486,-2.0996
2017-09-14 22:57:33.502334,Serious,Fine + high winds,Dry,Darkness - lights lit,Pedal cycle,Single carriageway,50,3,1,56.9667,-1.9533
2017-09-16 21:43:35.343562,Fatal,Fine no high winds,Wet or damp,Daylight,Goods vehicle,Dual carriageway,30,5,3,50.047,-0.6465
2017-09-18 20:29:37.184789,Serious,Fine no high winds,Dry,Daylight,Motorcycle,Single carriageway,30,4,3,53.1048,-2.4911
2017-09-20 19:15:39.026017,Slight,Fine no high winds,Dry,Daylight,Car,Roundabout,40,1,1,52.2209,-0.1579
2017-09-22 18:01:40.867244,Slight,Fine no high winds,Dry,Darkness - lights lit,Goods vehicle,Single carriageway,40,2,2,54.563,-3.1593
2017-09-24 16:47:42.708472,Fatal,Fog or mist,Flood over 3cm deep,Daylight,Goods vehicle,Dual carriageway,30,3,3,52.0041,-3.4059
2017-09-26 15:33:44.549699,Serious,Fine no high winds,Wet or damp,Darkness - lights lit,Goods vehicle,Single carriageway,50,4,3,52.4896,-1.0582
2017-09-28 14:19:46.390927,Slight,Fine no high winds,Frost or ice,Daylight,Car,Dual carriageway,50,4,2,56.8003,-0.9448
2017-09-30 13:05:48.232154,Slight,Fine no high winds,Snow,Daylight,Car,Dual carriageway,30,2,2,54.8255,-3.4134
2017-10-02 11:51:50.073382,Slight,Fine no high winds,Dry,Daylight,Goods vehicle,Single carriageway,40,2,3,51.1655,1.303
2017-10-04 10:37:51.914609,Serious,Raining + high winds,Dry,Daylight,Bus or coach,Dual carriageway,60,4,1,55.8118,-0.8469
2017-10-06 09:23:53.755837,Fatal,Fine no high winds,Dry,Daylight,Taxi,Single carriageway,40,2,2,51.6597,-3.1693
2017-10-08 08:09:55.597064,Slight,Raining no high winds,Dry,Darkness - no lighting,Car,Roundabout,30,4,2,53.464,-2.2871
2017-10-10 06:55:57.438292,Slight,Snowing no high winds,Dry,Darkness - lights lit,Car,Single carriageway,30,2,1,55.1729,0.4013
2017-10-12 05:41:59.279519,Slight,Raining no high winds,Dry,Daylight,Car,Roundabout,50,2,3,52.1754,-1.1222
2017-10-14 04:28:01.120747,Fatal,Fog or mist,Dry,Darkness - lights unlit,Goods vehicle,Roundabout,70,4,2,53.0729,-2.9652
2017-10-16 03:14:02.961974,Serious,Fine no high winds,Dry,Darkness - lights lit,Car,Single carriageway,50,5,3,55.8732,-3.4343
2017-10-18 02:00:04.803202,Serious,Fine no high winds,Dry,Darkness - lights unlit,Car,Single carriageway,30,4,3,57.5033,-1.6307
2017-10-20 00:46:06.644429,Slight,Fine no high winds,Dry,Daylight,Taxi,Single carriageway,40,1,3,54.234,-2.1442
2017-10-21 23:32:08.485657,Slight,Raining no high winds,Flood over 3cm deep,Daylight,Car,Roundabout,60,2,1,50.0798,-0.3925
2017-10-23 22:18:10.326884,Slight,Unknown,Wet or damp,Daylight,Goods vehicle,Single carriageway,30,3,3,52.7077,1.0889
2017-10-25 21:04:12.168112,Slight,Fine no high winds,Snow,Darkness - lights lit,Car,Single carriageway,70,2,3,53.1891,-2.6375
2017-10-27 19:50:14.009339,Serious,Raining no high winds,Dry,Daylight,Goods vehicle,Roundabout,70,1,2,52.7134,0.7038
2017-10-29 18:36:15.850567,Serious,Fine no high winds,Dry,Daylight,Motorcycle,Single carriageway,30,3,2,53.4902,1.0625
2017-10-31 17:22:17.691794,Fatal,Raining no high winds,Wet or damp,Daylight,Pedal cycle,Dual carriageway,70,3,1,55.0613,0.961
2017-11-02 16:08:19.533022,Fatal,Fine no high winds,Dry,Daylight,Pedal cycle,Single carriageway,30,4,1,50.969,1.2364
2017-11-04 14:54:21.374249,Slight,Unknown,Dry,Darkness - lights lit,Car,Single carriageway,60,5,2,52.181,0.6316
2017-11-06 13:40:23.215476,Serious,Raining no high winds,Dry,Daylight,Car,Dual carriageway,30,4,2,54.0612,-0.7358
2017-11-08 12:26:25.056704,Fatal,Fine no high winds,Dry,Daylight,Car,Single carriageway,30,3,1,52.5246,-1.7458
2017-11-10 11:12:26.897931,Serious,Fine no high winds,Dry,Darkness - lights lit,Motorcycle,Single carriageway,50,3,3,57.9287,-1.2957
2017-11-12 09:58:28.739159,Slight,Fine no high winds,Dry,Darkness - lights unlit,Pedal cycle,Roundabout,60,5,1,53.4515,0.7994
2017-11-14 08:44:30.580386,Slight,Fine no high winds,Wet or damp,Darkness - lights lit,Car,Single carriageway,20,2,3,56.9584,-2.3423
2017-11-16 07:30:32.421614,Slight,Fine no high winds,Dry,Darkness - no lighting,Motorcycle,Slip road,40,5,2,57.1721,-3.1241
2017-11-18 06:16:34.262841,Fatal,Raining + high winds,Dry,Darkness - lights lit,Car,Slip road,30,4,2,56.6881,-3.2255
2017-11-20 05:02:36.104069,Slight,Raining no high winds,Wet or damp,Daylight,Goods vehicle,Single carriageway,30,2,2,50.3752,0.5485
2017-11-22 03:48:37.945296,Slight,Fine no high winds,Dry,Daylight,Van,Single carriageway,30,4,3,57.582,0.1882
2017-11-24 02:34:39.786524,Serious,Fine no high winds,Dry,Darkness - lights lit,Car,Dual carriageway,40,5,1,51.0299,-1.263
2017-11-26 01:20:41.627751,Slight,Raining + high winds,Frost or ice,Darkness - lights lit,Car,Single carriageway,30,2,3,50.2752,-2.4882
2017-11-28 00:06:43.468979,Slight,Raining no high winds,Dry,Darkness - lights lit,Car,Single carriageway,30,5,1,53.315,-0.2731
2017-11-29 22:52:45.310206,Slight,Fine no high winds,Dry,Daylight,Motorcycle,Dual carriageway,30,1,1,51.5571,-3.7886
2017-12-01 21:38:47.151434,Serious,Raining no high winds,Dry,Daylight,Car,Single carriageway,20,3,1,51.4736,-0.8747
2017-12-03 20:24:48.992661,Slight,Fine no high winds,Dry,Daylight,Car,Roundabout,40,2,2,52.3026,-1.8087
2017-12-05 19:10:50.833889,Serious,Fine no high winds,Wet or damp,Daylight,Car,Single carriageway,70,3,1,51.9872,1.3782
2017-12-07 17:56:52.675116,Slight,Fine no high winds,Wet or damp,Daylight,Car,Single carriageway,30,1,2,55.4784,-1.2084
2017-12-09 16:42:54.516344,Serious,Fine no high winds,Dry,Darkness - lights lit,Car,Single carriageway,70,2,1,51.4942,-0.9625
2017-12-11 15:28:56.357571,Slight,Fine no high winds,Wet or damp,Daylight,Motorcycle,Slip road,60,3,1,54.3449,-0.082
2017-12-13 14:14:58.198799,Slight,Snowing no high winds,Dry,Daylight,Car,Dual carriageway,50,3,2,57.8914,-1.335
2017-12-15 13:01:00.040026,Serious,Raining + high winds,Dry,Daylight,Bus or coach,Roundabout,50,2,2,53.4591,-2.7649
2017-12-17 11:47:01.881254,Slight,Raining no high winds,Wet or damp,Darkness - lights lit,Bus or coach,Single carriageway,60,3,3,55.135,-1.045
2017-12-19 10:33:03.722481,Slight,Fine no high winds,Dry,Daylight,Car,Single carriageway,30,3,1,57.755,1.1935
2017-12-21 09:19:05.563709,Slight,Fine no high winds,Dry,Daylight,Car,Single carriageway,40,2,2,51.1011,-1.7455
2017-12-23 08:05:07.404936,Serious,Raining no high winds,Dry,Daylight,Bus or coach,Single carriageway,50,3,3,53.3489,-0.262
2017-12-25 06:51:09.246164,Slight,Fine no high winds,Dry,Daylight,Van,Dual carriageway,40,3,3,56.8015,1.3792
2017-12-27 05:37:11.087391,Serious,Fine no high winds,Dry,Darkness - lights unlit,Car,Dual carriageway,60,4,2,57.4584,0.5646
2017-12-29 04:23:12.928619,Slight,Fine no high winds,Wet or damp,Darkness - no lighting,Car,Single carriageway,30,4,1,54.8099,-0.3753
2017-12-31 03:09:14.769846,Slight,Fine + high winds,Dry,Daylight,Car,One way street,50,1,3,51.1474,0.048
2018-01-02 01:55:16.611074,Slight,Fine no high winds,Dry,Daylight,Motorcycle,Single carriageway,40,4,1,57.2118,1.1507
2018-01-04 00:41:18.452301,Slight,Fine no high winds,Dry,Darkness - lights lit,Car,Slip road,30,4,1,51.3956,1.2786
2018-01-05 23:27:20.293529,Slight,Fine + high winds,Wet or damp,Daylight,Car,Single carriageway,30,1,3,52.823,1.3293
2018-01-07 22:13:22.134756,Slight,Fine no high winds,Wet or damp,Daylight,Motorcycle,Single carriageway,50,3,2,53.0041,-0.559
2018-01-09 20:59:23.975983,Slight,Fine no high winds,Wet or damp,Daylight,Motorcycle,Single carriageway,60,3,1,53.5783,-1.8841
2018-01-11 19:45:25.817211,Serious,Fine no high winds,Wet or damp,Darkness - no lighting,Car,Single carriageway,40,4,2,56.3213,-3.2677
2018-01-13 18:31:27.658438,Slight,Fine no high winds,Frost or ice,Daylight,Car,Dual carriageway,60,1,3,56.4172,-1.8795
2018-01-15 17:17:29.499666,Slight,Fine + high winds,Dry,Daylight,Motorcycle,Single carriageway,30,3,1,55.7572,1.1863
2018-01-17 16:03:31.340893,Serious,Fine no high winds,Dry,Darkness - lights lit,Car,Single carriageway,30,5,2,50.177,0.8939
